IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
150315036,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,04/10/2015,18:56,TENDERLOIN,"ARREST, BOOKED",100 Block of POWELL ST,-122.407877787733,37.7859680076775,"(37.7859680076775, -122.407877787733)",15031503616652
150129401,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,02/11/2015,16:29,TENDERLOIN,NONE,FULTON ST / HYDE ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)",15012940116625
150037854,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,01/13/2015,12:35,BAYVIEW,"ARREST, BOOKED",1700 Block of QUESADA AV,-122.392235600843,37.7339177755227,"(37.7339177755227, -122.392235600843)",15003785416621
150037854,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,01/13/2015,12:35,BAYVIEW,"ARREST, BOOKED",1700 Block of QUESADA AV,-122.392235600843,37.7339177755227,"(37.7339177755227, -122.392235600843)",15003785416710
150041407,DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,01/14/2015,12:36,TENDERLOIN,"ARREST, BOOKED",100 Block of LEAVENWORTH ST,-122.414029821727,37.7823291237659,"(37.7823291237659, -122.414029821727)",15004140716100
150041407,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Wednesday,01/14/2015,12:36,TENDERLOIN,"ARREST, BOOKED",100 Block of LEAVENWORTH ST,-122.414029821727,37.7823291237659,"(37.7823291237659, -122.414029821727)",15004140716662
150041504,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,01/14/2015,14:25,NORTHERN,"ARREST, BOOKED",800 Block of LARKIN ST,-122.417885441042,37.7854378471968,"(37.7854378471968, -122.417885441042)",15004150416621
150045346,DRUG/NARCOTIC,POSSESSION OF OPIATES,Thursday,01/15/2015,15:42,NORTHERN,"ARREST, BOOKED",1100 Block of FILLMORE ST,-122.432116233695,37.7800304351156,"(37.7800304351156, -122.432116233695)",15004534616210
150080110,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,01/26/2015,18:06,PARK,"ARREST, BOOKED",1800 Block of HAIGHT ST,-122.452728322759,37.7693241293319,"(37.7693241293319, -122.452728322759)",15008011016010
150127546,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,02/11/2015,00:25,CENTRAL,JUVENILE BOOKED,900 Block of CHESTNUT ST,-122.418611626628,37.8031326741336,"(37.8031326741336, -122.418611626628)",15012754616010
150119816,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Sunday,02/08/2015,14:15,NORTHERN,NONE,1300 Block of VANNESS AV,-122.421734189838,37.7882961275539,"(37.7882961275539, -122.421734189838)",15011981616652
150120186,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,02/08/2015,14:52,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",15012018616710
150127693,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,02/11/2015,02:33,MISSION,NONE,4100 Block of 18TH ST,-122.435563016294,37.760801062884,"(37.760801062884, -122.435563016294)",15012769316650
150038357,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,01/13/2015,15:24,TENDERLOIN,"ARREST, BOOKED",HYDE ST / TURK ST,-122.415694922134,37.7825851968467,"(37.7825851968467, -122.415694922134)",15003835716625
150156454,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,02/20/2015,11:39,RICHMOND,"ARREST, BOOKED",FULTON ST / 16TH AV,-122.474551665768,37.7730107051805,"(37.7730107051805, -122.474551665768)",15015645416652
150040465,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,01/14/2015,08:45,MISSION,"ARREST, BOOKED",MISSION ST / 16TH ST,-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)",15004046516030
150235622,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,03/16/2015,17:54,INGLESIDE,"ARREST, BOOKED",4100 Block of MISSION ST,-122.429801668764,37.7303819548591,"(37.7303819548591, -122.429801668764)",15023562216650
150235622,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,03/16/2015,17:54,INGLESIDE,"ARREST, BOOKED",4100 Block of MISSION ST,-122.429801668764,37.7303819548591,"(37.7303819548591, -122.429801668764)",15023562216652
150106233,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,02/04/2015,01:10,CENTRAL,"ARREST, BOOKED",GEARY ST / JONES ST,-122.413174494396,37.786719015554,"(37.786719015554, -122.413174494396)",15010623316621
150236573,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,03/17/2015,01:28,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904,"(37.784696907904, -122.413609328985)",15023657316710
150183811,DRUG/NARCOTIC,POSSESSION OF HEROIN,Saturday,02/28/2015,13:37,TENDERLOIN,"ARREST, BOOKED",JONES ST / GOLDEN GATE AV,-122.412224164736,37.7820729312029,"(37.7820729312029, -122.412224164736)",15018381116100
150191143,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,03/02/2015,20:00,MISSION,"ARREST, BOOKED",19TH ST / SHOTWELL ST,-122.415929849548,37.7604330003754,"(37.7604330003754, -122.415929849548)",15019114316010
150225833,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,03/13/2015,18:07,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",15022583316625
150288922,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,04/02/2015,13:09,INGLESIDE,"ARREST, BOOKED",LONDON ST / RUSSIA AV,-122.436383725598,37.7212102716954,"(37.7212102716954, -122.436383725598)",15028892216010
150329479,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,04/15/2015,16:46,NORTHERN,"ARREST, BOOKED",UNION ST / LAGUNA ST,-122.430562264626,37.7977144203433,"(37.7977144203433, -122.430562264626)",15032947916650
150329479,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,04/15/2015,16:46,NORTHERN,"ARREST, BOOKED",UNION ST / LAGUNA ST,-122.430562264626,37.7977144203433,"(37.7977144203433, -122.430562264626)",15032947916660
150329479,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,04/15/2015,16:46,NORTHERN,"ARREST, BOOKED",UNION ST / LAGUNA ST,-122.430562264626,37.7977144203433,"(37.7977144203433, -122.430562264626)",15032947916710
150329510,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Wednesday,04/15/2015,17:12,SOUTHERN,NONE,MARKET ST / 7TH ST,-122.412515341356,37.7804777480508,"(37.7804777480508, -122.412515341356)",15032951016110
150337579,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Saturday,04/18/2015,01:46,MISSION,"ARREST, BOOKED",100 Block of BARTLETT ST,-122.419711251166,37.7545565620279,"(37.7545565620279, -122.419711251166)",15033757916662
150311909,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,04/09/2015,23:35,BAYVIEW,"ARREST, BOOKED",3RD ST / REVERE AV,-122.391522893042,37.7324323864471,"(37.7324323864471, -122.391522893042)",15031190916710
150311965,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,04/10/2015,00:28,SOUTHERN,"ARREST, BOOKED",MCCOPPIN ST / VALENCIA ST,-122.422526328922,37.7715962069104,"(37.7715962069104, -122.422526328922)",15031196516010
150025207,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,01/09/2015,03:09,TENDERLOIN,"ARREST, BOOKED",200 Block of ELLIS ST,-122.410345341262,37.7852309989833,"(37.7852309989833, -122.410345341262)",15002520716650
150025207,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Friday,01/09/2015,03:09,TENDERLOIN,"ARREST, BOOKED",200 Block of ELLIS ST,-122.410345341262,37.7852309989833,"(37.7852309989833, -122.410345341262)",15002520716660
150323001,DRUG/NARCOTIC,SALE OF OPIUM,Monday,04/13/2015,17:09,CENTRAL,"ARREST, BOOKED",300 Block of CLAY ST,-122.399739729147,37.7950325941141,"(37.7950325941141, -122.399739729147)",15032300116614
150360172,DRUG/NARCOTIC,SALE OF MARIJUANA,Saturday,04/25/2015,13:03,SOUTHERN,"ARREST, BOOKED",MARKET ST / JONES ST,-122.411979487494,37.7809039696758,"(37.7809039696758, -122.411979487494)",15036017216040
150364378,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,04/26/2015,21:47,SOUTHERN,"ARREST, BOOKED",300 Block of 3RD ST,-122.398472416,37.7833420916721,"(37.7833420916721, -122.398472416)",15036437816010
150057454,DRUG/NARCOTIC,SALE OF MARIJUANA,Monday,01/19/2015,14:50,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.412054141237,37.7816136403158,"(37.7816136403158, -122.412054141237)",15005745416040
150426423,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Saturday,05/16/2015,15:24,TENDERLOIN,NONE,LEAVENWORTH ST / MCALLISTER ST,-122.413679376888,37.7809258336852,"(37.7809258336852, -122.413679376888)",15042642316662
150092074,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,01/30/2015,14:15,MISSION,NONE,3100 Block of 16TH ST,-122.423001696251,37.7649050761616,"(37.7649050761616, -122.423001696251)",15009207416650
150056525,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,01/18/2015,21:00,BAYVIEW,"ARREST, BOOKED",SHAFTER AV / JENNINGS ST,-122.386985864218,37.7289204123466,"(37.7289204123466, -122.386985864218)",15005652516710
150011325,DRUG/NARCOTIC,ENCOURAGING MINOR TO USE MARIJUANA,Sunday,01/04/2015,21:00,BAYVIEW,NONE,1100 Block of 4TH ST,-122.391470335941,37.7731176298591,"(37.7731176298591, -122.391470335941)",15001132516070
150012038,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,01/05/2015,07:48,NORTHERN,"ARREST, BOOKED",2000 Block of POLK ST,-122.421608893207,37.7955038710773,"(37.7955038710773, -122.421608893207)",15001203816650
150012038,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,01/05/2015,07:48,NORTHERN,"ARREST, BOOKED",2000 Block of POLK ST,-122.421608893207,37.7955038710773,"(37.7955038710773, -122.421608893207)",15001203816710
150013735,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,01/05/2015,16:20,MISSION,"ARREST, BOOKED",0 Block of JULIAN AV,-122.421062793471,37.7673881499909,"(37.7673881499909, -122.421062793471)",15001373516710
150017301,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,01/06/2015,15:17,TARAVAL,"ARREST, BOOKED",2100 Block of RIVERA ST,-122.489349045404,37.7461333417376,"(37.7461333417376, -122.489349045404)",15001730116030
150454991,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,05/25/2015,07:52,BAYVIEW,"ARREST, BOOKED",1600 Block of LASALLE AV,-122.390244392372,37.7373174011428,"(37.7373174011428, -122.390244392372)",15045499116710
150001172,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,01/01/2015,09:28,NORTHERN,"ARREST, BOOKED",SUTTER ST / POLK ST,-122.420120319204,37.7877570602411,"(37.7877570602411, -122.420120319204)",15000117216650
150058656,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,01/19/2015,22:07,INGLESIDE,"ARREST, BOOKED",MISSION ST / RANDALL ST,-122.42358068715,37.7398849565957,"(37.7398849565957, -122.42358068715)",15005865616650
150080784,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,01/27/2015,01:03,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.412515341356,37.7804777480508,"(37.7804777480508, -122.412515341356)",15008078416710
150147390,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,02/17/2015,16:29,SOUTHERN,"ARREST, BOOKED",MASON ST / TURK ST,-122.408953598279,37.783287873572,"(37.783287873572, -122.408953598279)",15014739016030
150242097,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,03/18/2015,19:10,TENDERLOIN,"ARREST, BOOKED",EDDY ST / MASON ST,-122.409313111431,37.7843478513151,"(37.7843478513151, -122.409313111431)",15024209716030
150242166,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,03/18/2015,19:44,TENDERLOIN,"ARREST, BOOKED",HYDE ST / MCALLISTER ST,-122.415317966992,37.7807179285998,"(37.7807179285998, -122.415317966992)",15024216616623
150288405,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,04/02/2015,08:35,SOUTHERN,"ARREST, BOOKED",12TH ST / HARRISON ST,-122.413049740894,37.7700527878596,"(37.7700527878596, -122.413049740894)",15028840516710
150316119,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Saturday,04/11/2015,12:08,SOUTHERN,"ARREST, BOOKED",MARKET ST / TAYLOR ST,-122.41029351969,37.7822305870036,"(37.7822305870036, -122.41029351969)",15031611916652
150296505,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,04/04/2015,19:30,BAYVIEW,"ARREST, BOOKED",MARIN ST / EVANS AV,-122.396650247607,37.7483507577633,"(37.7483507577633, -122.396650247607)",15029650516650
150296505,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,04/04/2015,19:30,BAYVIEW,"ARREST, BOOKED",MARIN ST / EVANS AV,-122.396650247607,37.7483507577633,"(37.7483507577633, -122.396650247607)",15029650516710
150296743,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Saturday,04/04/2015,21:47,TENDERLOIN,"ARREST, BOOKED",EDDY ST / HYDE ST,-122.415885065788,37.7835160564153,"(37.7835160564153, -122.415885065788)",15029674316704
150045766,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Thursday,01/15/2015,18:01,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.419520367886,37.764228935718,"(37.764228935718, -122.419520367886)",15004576616704
150052454,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,01/17/2015,18:25,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408595110869,37.7837069301545,"(37.7837069301545, -122.408595110869)",15005245416030
150277317,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,03/29/2015,16:00,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904,"(37.784696907904, -122.413609328985)",15027731716710
150089156,DRUG/NARCOTIC,SALE OF MARIJUANA,Thursday,01/29/2015,16:14,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,-122.446143672039,37.7700527182372,"(37.7700527182372, -122.446143672039)",15008915616040
150089156,DRUG/NARCOTIC,POSSESSION OF HALLUCINOGENIC FOR SALES,Thursday,01/29/2015,16:14,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,-122.446143672039,37.7700527182372,"(37.7700527182372, -122.446143672039)",15008915616420
150141251,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,02/15/2015,16:27,MISSION,JUVENILE BOOKED,CHURCH ST / CUMBERLAND ST,-122.428127851577,37.7588908343024,"(37.7588908343024, -122.428127851577)",15014125116010
150131161,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,02/12/2015,09:00,BAYVIEW,"ARREST, BOOKED",PALOU AV / 3RD ST,-122.390971734551,37.7340152180723,"(37.7340152180723, -122.390971734551)",15013116116710
150169059,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,02/24/2015,09:15,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",15016905916650
150274686,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,03/28/2015,18:40,TENDERLOIN,NONE,LARKIN ST / GROVE ST,-122.416583456133,37.7786591541508,"(37.7786591541508, -122.416583456133)",15027468616010
150305225,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,04/07/2015,19:09,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.412515341356,37.7804777480508,"(37.7804777480508, -122.412515341356)",15030522516010
150342631,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Sunday,04/19/2015,19:01,TENDERLOIN,NONE,LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,"(37.7827931071006, -122.414056291891)",15034263116662
150405449,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,05/09/2015,00:01,NORTHERN,"ARREST, BOOKED",GROVE ST / POLK ST,-122.418229899721,37.7784895366813,"(37.7784895366813, -122.418229899721)",15040544916650
150451282,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,05/23/2015,22:37,PARK,"ARREST, BOOKED",HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693,"(37.7695262270693, -122.450709919144)",15045128216650
150472181,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Saturday,05/30/2015,14:53,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",15047218116110
150472181,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,05/30/2015,14:53,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",15047218116623
150472341,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,05/30/2015,15:50,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632554,37.7818621883021,"(37.7818621883021, -122.413869632554)",15047234116660
150017301,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Tuesday,01/06/2015,15:17,TARAVAL,"ARREST, BOOKED",2100 Block of RIVERA ST,-122.489349045404,37.7461333417376,"(37.7461333417376, -122.489349045404)",15001730116020
150019636,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Wednesday,01/07/2015,12:06,INGLESIDE,NONE,200 Block of RIPLEY ST,-122.409528394507,37.7444319342193,"(37.7444319342193, -122.409528394507)",15001963616652
150033307,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,01/12/2015,02:23,PARK,"ARREST, BOOKED",500 Block of PARNASSUS AV,-122.458267329165,37.7634158564883,"(37.7634158564883, -122.458267329165)",15003330716710
150047621,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Friday,01/16/2015,08:51,BAYVIEW,NONE,1500 Block of WALLACE AV,-122.390230818533,37.7269112408441,"(37.7269112408441, -122.390230818533)",15004762116020
150321055,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,04/13/2015,01:50,CENTRAL,"ARREST, BOOKED",1300 Block of WASHINGTON ST,-122.415470924345,37.7940522367082,"(37.7940522367082, -122.415470924345)",15032105516650
150321055,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Monday,04/13/2015,01:50,CENTRAL,"ARREST, BOOKED",1300 Block of WASHINGTON ST,-122.415470924345,37.7940522367082,"(37.7940522367082, -122.415470924345)",15032105516662
150321055,DRUG/NARCOTIC,TRANSPORTAION OF CONTROLLED SUBSTANCE,Monday,04/13/2015,01:50,CENTRAL,"ARREST, BOOKED",1300 Block of WASHINGTON ST,-122.415470924345,37.7940522367082,"(37.7940522367082, -122.415470924345)",15032105516666
150301916,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,04/06/2015,13:00,CENTRAL,UNFOUNDED,0 Block of DRUMM ST,-122.396421943768,37.7941447423704,"(37.7941447423704, -122.396421943768)",15030191616010
150117042,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,02/07/2015,12:49,MISSION,"ARREST, BOOKED",19TH ST / TREAT AV,-122.413756897616,37.7605644452279,"(37.7605644452279, -122.413756897616)",15011704216621
150089689,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,01/29/2015,16:00,TARAVAL,"ARREST, BOOKED",200 Block of WINSTON DR,-122.477976682169,37.7269346350353,"(37.7269346350353, -122.477976682169)",15008968916650
